Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
PTPN1,PTP1B,"protein tyrosine phosphatase, non-receptor type 1","PTPN1 is a tyrosine-protein phosphatase which acts as a regulator of endoplasmic reticulum unfolded protein response.","loss of proteostasis","Homo sapiens","miR-125a-5p inhibits tumorigenesis in hepatocellular carcinoma",10.18632/aging.102276,hsa04910,"Insulin signaling pathway",5770
PTPN11,"PTP2C; SHP2","protein tyrosine phosphatase, non-receptor type 11","PTPN11 acts downstream of various receptor and cytoplasmic protein tyrosine kinases to participate in the signal transduction from the cell surface to the nucleus.",others,"Homo sapiens","PTPN11 mutations are associated with mild growth hormone resistance in individuals with Noonan syndrome",10.1210/jc.2005-0995,hsa04630,"JAK-STAT signaling pathway",5781
PYCR1,"P5C Reductase 1","pyrroline-5-carboxylate reductase 1","PYCR1 is a housekeeping enzyme that catalyzes the last step in proline biosynthesis. PYCR1 can utilize both NAD and NADP, but has higher affinity for NAD. PYCR1 is involved in the cellular response to oxidative stress.",others,"Homo sapiens","Mutations in PYCR1 cause cutis laxa with progeroid features",10.1038/ng.413,unknown,Unknown,5831
RACK1,"GNB2L1; Gnb2-rs1; H12.3","receptor for activated C kinase 1","The Receptor for Activated C Kinase 1 (RACK1) is a scaffold protein for different kinases and membrane receptors. It is a key mediator of various pathways and is involved in various biological events including development, immune response, brain activity and cancer.",others,"Homo sapiens","Transcriptional regulation of RACK1 and modulation of its expression: Role of steroid hormones and significance in health and aging",10.1016/j.cellsig.2017.02.010,unknown,Unknown,10399
RAD27,"ERC11; FEN1; RTH1","multifunctional nuclease RAD27","Its deletion led to significant changes of chronological lifespan in yeast, featuring both lifespan shortening and lifespan extension.","genomic instability","Homo sapiens","Identification of evolutionarily conserved genetic regulators of cellular aging",10.1111/j.1474-9726.2010.00637.x,unknown,Unknown,853747
RAD51,"HsRad51; HsT16930; BRCC5; FANCR; RAD51A; RECA","RAD51 recombinase","RAD51 is involved in DNA unwinding and repair.","genomic instability","Homo sapiens","Insights Into DNA Recombination From the Structure of a RAD51-BRCA2 Complex",10.1038/nature01230,unknown,Unknown,5888
RAD52,"DNA Repair Protein RAD52 Homolog; Recombination Protein RAD52; RAD52 Homolog, DNA Repair Protein","RAD52 homolog, DNA repair protein","Coordinated WRN and RAD52 activities are involved in replication fork rescue after DNA damage.","genomic instability","Homo sapiens","WRN Interacts Physically and Functionally With the Recombination Mediator Protein RAD52",10.1074/jbc.M303885200,unknown,Unknown,5893
RAE1,"Rae1 Protein Homolog; MRNA Export Factor","ribonucleic acid export 1","RAE1 plays a role in mitotic bipolar spindle formation. Binds mRNA. RAE1 may function in nucleocytoplasmic transport and in directly or indirectly attaching cytoplasmic mRNPs to the cytoskeleton.",others,"Homo sapiens","Rae1 Interaction With NuMA Is Required for Bipolar Spindle Formation",10.1073/pnas.0609582104,unknown,Unknown,8480
RB1,"RB; PPP1R130; OSRC","retinoblastoma 1","Rb is essential for normal mouse development.",others,"Homo sapiens","Cellular senescence and tumor suppressor gene p16",10.1002/ijc.27316,hsa04218,"Cellular senescence",5925
RB1CC1,"RB1-Inducible Coiled-Coil Protein 1","RB1-inducible coiled-coil protein 1","RB1CC1 is involved in autophagy. RB1CC1 regulates early events but also late events of autophagosome formation through direct interaction with Atg16L1. RB1CC1 is involved in repair of DNA damage caused by ionizing radiation, which subsequently improves cell survival by decreasing apoptosis.",others,"Homo sapiens","Suppression of Pyk2 kinase and cellular activities by FIP200",10.1083/jcb.149.2.423,hsa04211,"Longevity regulating pathway",9821
RECQL4,RecQ4,"RecQ helicase-like 4","RECQL4 belongs to RECQ DNA helicase family which has been shown to participate in many aspects of DNA metabolism.  RECQL4 participates in multiple DNA pathways.","genomic instability","Homo sapiens","Aging in Rothmund-Thomson Syndrome and Related RECQL4 Genetic Disorders",10.1016/j.arr.2016.06.002,unknown,Unknown,9401
RELA,"p65; NFKB3","v-rel avian reticuloendotheliosis viral oncogene homolog A","NF-kappa B, which consists of two polypeptides, p50 (M(r) 50K) and p65/RelA (M(r) 65K), is thought to be a key regulator of genes involved in responses to infection, inflammation and stress. RelA controls inducible, but not basal, transcription in NF-kappa B-regulated pathways.","altered intercellular communication","Homo sapiens","Growing old with nuclear factor-kappaB",10.1379/1466-1268(2002)007<0207:gownfb>2.0.co;2,hsa04211,"Longevity regulating pathway",5970
RELB,"V-Rel Avian Reticuloendotheliosis Viral Oncogene Homolog B","RELB Proto-Oncogene, NF-KB Subunit","NF-kappa-B is a pleiotropic transcription factor which is present in almost all cell types and is involved in many biological processed such as inflammation, immunity, differentiation, cell growth, tumorigenesis and apoptosis. NF-kappa-B is a homo- or heterodimeric complex formed by the Rel-like domain-containing proteins RELA/p65, RELB, NFKB1/p105, NFKB1/p50, REL and NFKB2/p52. The dimers bind at kappa-B sites in the DNA of their target genes and the individual dimers have distinct preferences for different kappa-B sites that they can bind with distinguishable affinity and specificity. Different dimer combinations act as transcriptional activators or repressors, respectively.","NF-κB related gene","Homo sapiens","Nuclear Factor-κB Dysregulation and α-Synuclein Pathology: Critical Interplay in the Pathogenesis of Parkinson's Disease",10.3389/fnagi.2020.00068,hsa04064,"NF-kappa B signaling pathway",5971
RET,CDHF12,"Ret Proto-Oncogene","Receptor tyrosine-protein kinase involved in numerous cellular mechanisms including cell proliferation, neuronal navigation, cell migration, and cell differentiation upon binding with glial cell derived neurotrophic factor family ligands. Phosphorylates PTK2/FAK1. Regulates both cell death/survival balance and positional information. Required for the molecular mechanisms orchestration during intestine organogenesis; involved in the development of enteric nervous system and renal organogenesis during embryonic life, and promotes the formation of Peyer's patch-like structures, a major component of the gut-associated lymphoid tissue. Modulates cell adhesion via its cleavage by caspase in sympathetic neurons and mediates cell migration in an integrin (e.g. ITGB1 and ITGB3)-dependent manner. Involved in the development of the neural crest. Active in the absence of ligand, triggering apoptosis through a mechanism that requires receptor intracellular caspase cleavage. Acts as a dependence receptor; in the presence of the ligand GDNF in somatotrophs (within pituitary), promotes survival and down regulates growth hormone (GH) production, but triggers apoptosis in absence of GDNF. Regulates nociceptor survival and size. Triggers the differentiation of rapidly adapting (RA) mechanoreceptors. Mediator of several diseases such as neuroendocrine cancers; these diseases are characterized by aberrant integrins-regulated cell migration. Mediates, through interaction with GDF15-receptor GFRAL, GDF15-induced cell-signaling in the brainstem which induces inhibition of food-intake. Activates MAPK- and AKT-signaling pathways . Isoform 1 in complex with GFRAL induces higher activation of MAPK-signaling pathway than isoform 2 in complex with GFRAL.",others,"Homo sapiens","Associations between Plasma Branched Chain Amino Acids and Health Biomarkers in Response to Resistance Exercise Training Across Age",0.3390/nu12103029,hsa05200,"Pathways in cancer",5979
RFC4,"A1 37 KDa Subunit","Replication factor C subunit 4","The elongation of primed DNA templates by DNA polymerase delta and epsilon requires the action of the accessory proteins proliferating cell nuclear antigen (PCNA) and activator 1. This subunit may be involved in the elongation of the multiprimed DNA template.","genomic instability","Homo sapiens","Studies of the cloned 37-kDa subunit of activator 1 (replication factor C) of HeLa cells",10.1073/pnas.89.12.5211,unknown,Unknown,5984
RGN,"SMP30; RC",regucalcin,"Senescence marker RGN is a calcium binding protein also called regucalcin. Its expression levels decline with age, and RGN has been linked to age-related changes in calcium signalling in the liver of rats.",others,"Homo sapiens","The Emerging Role of Regucalcin as a Tumor Suppressor: Facts and Views",10.2174/1566524016666160714124550,unknown,Unknown,9104
RHEB,"GTP-Binding Protein Rheb","GTP-binding protein Rheb","RHEB activates the protein kinase activity of mTORC1, and thereby plays a role in the regulation of apoptosis. RHEB stimulates the phosphorylation of S6K1 and EIF4EBP1 through activation of mTORC1 signaling. RHEB has low intrinsic GTPase activity.",others,"Homo sapiens","Tuberous sclerosis complex-1 and -2 gene products function together to inhibit mammalian target of rapamycin (mTOR)-mediated downstream signaling",10.1073/pnas.202476899,hsa04211,"Longevity regulating pathway",6009
RICTOR,"Rapamycin-Insensitive Companion Of MTOR","RPTOR independent companion of MTOR, complex 2","Subunit of mTORC2, which regulates cell growth and survival in response to hormonal signals. mTORC2 is activated by growth factors, but, in contrast to mTORC1, seems to be nutrient-insensitive. mTORC2 seems to function upstream of Rho GTPases to regulate the actin cytoskeleton, probably by activating one or more Rho-type guanine nucleotide exchange factors.","deregulated nutrient sensing","Homo sapiens","mTORC1-activated S6K1 phosphorylates Rictor on threonine 1135 and regulates mTORC2 signaling",10.1128/MCB.00601-09,hsa04150,"mTOR signaling pathway",253260
RIPK1,"Cell Death Protein RIP","Receptor Interacting Serine/Threonine Kinase 1","Serine-threonine kinase which is a key regulator of TNF-mediated apoptosis, necroptosis and inflammatory pathways (PubMed:25459879, PubMed:31827281, PubMed:31827280). Exhibits kinase activity-dependent functions that trigger cell death and kinase-independent scaffold functions regulating inflammatory signaling and cell survival (PubMed:11101870, PubMed:25459879). Initiates ripoptocide which describes cell death that is dependent on RIPK1, be it apoptosis or necroptosis (PubMed:31457011). Upon binding of TNF to TNFR1, RIPK1 is recruited to the TNF-R1 signaling complex (TNF-RSC also known as complex I) where it acts as a scaffold protein promoting cell survival, in part, by activating the canonical NF-kB pathway.","NF-κB related gene","Homo sapiens","TBK1 Suppresses RIPK1-Driven Apoptosis and Inflammation during Development and in Aging",10.1016/j.cell.2018.07.041,hsa04064,"NF-kappa B signaling pathway",8737
RORA,NR1F1,"RAR Related Orphan Receptor A","Nuclear receptor that binds DNA as a monomer to ROR response elements (RORE) containing a single core motif half-site 5'-AGGTCA-3' preceded by a short A-T-rich sequence. Key regulator of embryonic development, cellular differentiation, immunity, circadian rhythm as well as lipid, steroid, xenobiotics and glucose metabolism. Considered to have intrinsic transcriptional activity, have some natural ligands like oxysterols that act as agonists (25-hydroxycholesterol) or inverse agonists (7-oxygenated sterols), enhancing or repressing the transcriptional activity, respectively.",others,"Homo sapiens","Circadian clock associates with tumor microenvironment in thoracic cancers",10.18632/aging.102450,hsa04710,"Circadian rhythm",6095
RPA1,HSSB,"replication protein A1, 70kDa","As part of the heterotrimeric replication protein A complex (RPA/RP-A), RPA1 binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress.",others,"Homo sapiens","RNA-Seq Analysis of Differentially Expressed Genes Relevant to Mismatch Repair in Aging Hematopoietic Stem-Progenitor Cells",0.1002/jcb.28417,unknown,Unknown,6117
RPS6KA5,S6K-Alpha-5,"Ribosomal Protein S6 Kinase A5","Serine/threonine-protein kinase that is required for the mitogen or stress-induced phosphorylation of the transcription factors CREB1 and ATF1 and for the regulation of the transcription factors RELA, STAT3 and ETV1/ER81, and that contributes to gene activation by histone phosphorylation and functions in the regulation of inflammatory genes (PubMed:11909979, PubMed:12569367, PubMed:12763138, PubMed:9687510, PubMed:18511904, PubMed:9873047). Phosphorylates CREB1 and ATF1 in response to mitogenic or stress stimuli such as UV-C irradiation, epidermal growth factor (EGF) and anisomycin.","senescence-associated secretory phenotype","Homo sapiens","A principal component meta-analysis on multiple anthropometric traits identifies novel loci for body shape",10.1038/ncomms13357,hsa04010,"MAPK signaling pathway",9252
RPS6KB1,"Ribosomal Protein S6 Kinase Beta-1","ribosomal protein S6 kinase beta-1","Serine/threonine-protein kinase that acts downstream of mTOR signaling in response to growth factors and nutrients to promote cell proliferation, cell growth and cell cycle progression. It regulates protein synthesis through phosphorylation of EIF4B, RPS6 and EEF2K, and contributes to cell survival by repressing the pro-apoptotic function of BAD. It also plays a role in feedback regulation of mTORC2 by mTORC1 by phosphorylating RICTOR, resulting in the inhibition of mTORC2 and AKT1 signaling. It mediates cell survival by phosphorylating the pro-apoptotic protein BAD and suppressing its pro-apoptotic function.",others,"Homo sapiens","Regulation of elongation factor 2 kinase by p90(RSK1) and p70 S6 kinase",10.1093/emboj/20.16.4370,hsa04211,"Longevity regulating pathway",6198
RPS6KB2,"S6 Kinase-Related Kinase","ribosomal protein S6 kinase beta-2","It phosphorylates specifically ribosomal protein S6. It seems to act downstream of mTOR signaling in response to growth factors and nutrients to promote cell proliferation, cell growth and cell cycle progression in an alternative pathway regulated by MEAK7.",others,"Homo sapiens","Mammalian EAK-7 activates alternative mTOR signaling to regulate cell proliferation and migration",10.1126/sciadv.aao5838,hsa04211,"Longevity regulating pathway",6199
RPTOR,"P150 Target Of Rapamycin (TOR)-Scaffold Protein Containing WD-Repeats","regulatory-associated protein of mTOR","It involved in the control of the mammalian target of rapamycin complex 1 (mTORC1) activity which regulates cell growth and survival, and autophagy in response to nutrient and hormonal signals; functions as a scaffold for recruiting mTORC1 substrates. mTORC1 is activated in response to growth factors or amino acids. Growth factor-stimulated mTORC1 activation involves a AKT1-mediated phosphorylation of TSC1-TSC2, which leads to the activation of the RHEB GTPase that potently activates the protein kinase activity of mTORC1.","deregulated nutrient sensing","Homo sapiens","mTOR interacts with raptor to form a nutrient-sensitive complex that signals to the growth machinery",10.1016/s0092-8674(02)00808-5,hsa04211,"Longevity regulating pathway",57521
S100B,"S100; NEF","S100 calcium binding protein B","It weakly binds calcium but binds zinc very tightly-distinct binding sites with different affinities exist for both ions on each monomer. Physiological concentrations of potassium ion antagonize the binding of both divalent cations, especially affecting high-affinity calcium-binding sites.",others,"Homo sapiens","Zinc Binding to S100B Affords Regulation of Trace Metal Homeostasis and Excitotoxicity in the Brain",10.3389/fnmol.2017.00456,unknown,Unknown,6285
SDHC,"CYB560; PGL3","succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa","A member of the mitochondrial electron transport chain, SDHC homologues have been implicated in ageing of lower life forms. Mutations in the human SDHC gene have been associated with mitochondrial respiratory chain deficiency.","mitochondrial dysfunction","Homo sapiens","Mutation of a nuclear succinate dehydrogenase gene results in mitochondrial respiratory chain deficiency",10.1038/ng1095-144,hsa05010,"Alzheimer disease",6391
SERPINB2,"Serpin Family B Member 2","Monocyte Arg-Serpin","Inhibits urokinase-type plasminogen activator. The monocyte derived PAI-2 is distinct from the endothelial cell-derived PAI-1.","senescence-associated secretory phenotype","Homo sapiens","An Endogenous Anti-aging Factor, Sonic Hedgehog, Suppresses Endometrial Stem Cell Aging through SERPINB2",10.1016/j.ymthe.2019.04.019,hsa04610,"Complement and coagulation cascades",5055
SERPINE1,"Endothelial Plasminogen Activator Inhibitor","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Serine protease inhibitor. SERPINE1 inhibits TMPRSS7. It is a primary inhibitor of tissue-type plasminogen activator (PLAT) and urokinase-type plasminogen activator (PLAU). As PLAT inhibitor, it is required for fibrinolysis down-regulation and is responsible for the controlled degradation of blood clots. As PLAU inhibitor, it is involved in the regulation of cell adhesion and spreading.","cellular senescence","Homo sapiens","Plasminogen Activator inhibitor-1 Is a Critical Downstream Target of p53 in the Induction of Replicative Senescence",10.1038/ncb1448,hsa04115,"p53 signaling pathway",5054
SESN1,"P53 Regulated PA26 Nuclear Protein",Sestrin-1,"SESN1 functions as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway through the GATOR complex. In absence of leucine, SESN1 binds the GATOR subcomplex GATOR2 and prevents TORC1 signaling. Binding of leucine to SESN2 disrupts its interaction with GATOR2 thereby activating the TORC1 signaling pathway. This stress-inducible metabolic regulator may also play a role in protection against oxidative and genotoxic stresses.",others,"Homo sapiens","Regeneration of peroxiredoxins by p53-regulated sestrins, homologs of bacterial AhpD",10.1126/science.1095569,hsa04211,"Longevity regulating pathway",27244
SESN2,SEST2,Sestrin-2,"SESN2 functions as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway through the GATOR complex. In absence of leucine, SESN2 binds the GATOR subcomplex GATOR2 and prevents TORC1 signaling. This stress-inducible metabolic regulator also plays a role in protection against oxidative and genotoxic stresses. SESN2 may negatively regulate protein translation in response to endoplasmic reticulum stress, via TORC1.",others,"Homo sapiens","Regeneration of peroxiredoxins by p53-regulated sestrins, homologs of bacterial AhpD",10.1126/science.1095569,hsa04211,"Longevity regulating pathway",83667
SESN3,SEST3,Sestrin-3,"SESN3 may function as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway. SESN3 may also regulate the insulin-receptor signaling pathway through activation of TORC2. This metabolic regulator may also play a role in protection against oxidative and genotoxic stresses.","altered intercellular communication","Homo sapiens","The Sestrins interact with GATOR2 to negatively regulate the amino-acid-sensing pathway upstream of mTORC1",10.1016/j.celrep.2014.09.014,hsa04211,"Longevity regulating pathway",143686
SHC1,"SHCA; SHC","SHC (Src homology 2 domain containing) transforming protein 1","Signaling adapter that couples activated growth factor receptors to signaling pathways. SHC1 participates in a signaling cascade initiated by activated KIT and KITLG/SCF.",others,"Homo sapiens","Association Analysis of the SHC1 Gene Locus With Longevity in the Japanese Population",10.1007/s00109-003-0485-0,hsa04910,"Insulin signaling pathway",6464
SIN3A,"KIAA0700; DKFZP434K2235","SIN3 transcription regulator family member A","The protein encoded by this gene is a transcriptional regulatory protein. It contains paired amphipathic helix (PAH) domains, which are important for protein-protein interactions and may mediate repression by the Mad-Max complex.","cellular senescence","Homo sapiens","Expression of Transcriptional Repressor Protein mSin3A but Not mSin3B Is Induced During Neuronal Apoptosis",10.1006/bbrc.1998.9629,unknown,Unknown,25942
SIRT1,SIR2L1,"sirtuin 1","SIRT1 is a NAD-dependent deacetylase, which can regulate a number of processes by deacetylating key proteins, such as TP53.","epigenetic alterations","Homo sapiens","Identification of serum sirtuins as novel noninvasive protein markers for frailty",10.1111/acel.12260,hsa04211,"Longevity regulating pathway",23411
SIRT3,"NAD-Dependent Protein Deacetylase Sirtuin-3","sirtuin 3","NAD-dependent protein deacetylase. SIRT3 activates or deactivates mitochondrial target proteins by deacetylating key lysine residues. SIRT3 contributes to the regulation of the cellular energy metabolism. SIRT3 is important for regulating tissue-specific ATP levels.","mitochondrial dysfunction","Homo sapiens","The human silent information regulator (Sir)2 homologue hSIRT3 is a mitochondrial nicotinamide adenine dinucleotide-dependent deacetylase",https://doi.org/10.1083/jcb.200205057,unknown,Unknown,23410
SIRT6,"NAD-Dependent Protein Deacetylase Sirtuin-6; SIR2-Like Protein 6","sirtuin 6","NAD-dependent protein deacetylase. SIRT6 has deacetylase activity towards histone H3K9Ac and H3K56Ac. SIRT6 modulates acetylation of histone H3 in telomeric chromatin during the S-phase of the cell cycle. SIRT6 acts as a corepressor of the transcription factor HIF1A to control the expression of multiple glycolytic genes to regulate glucose homeostasis.","epigenetic alterations","Homo sapiens","Structure and Biochemical Functions of SIRT6",10.1074/jbc.M111.218990,unknown,Unknown,51548
SIRT7,"Regulatory Protein SIR2 Homolog 7","sirtuin 7","NAD-dependent protein-lysine deacylase that can act both as a deacetylase or deacylase (desuccinylase, depropionylase and deglutarylase), depending on the context. It specifically mediates deacetylation of histone H3 at 'Lys-18' (H3K18Ac). In contrast to other histone deacetylases, it displays strong preference for a specific histone mark, H3K18Ac, directly linked to control of gene expression. H3K18Ac is mainly present around the transcription start site of genes and has been linked to activation of nuclear hormone receptors; SIRT7 thereby acts as a transcription represso.","epigenetic alterations","Homo sapiens","SIRT7 Links H3K18 Deacetylation to Maintenance of Oncogenic Transformation",10.1038/nature11043,unknown,Unknown,51547
SLC13A1,"Renal Sodium/Sulfate Cotransporter","solute carrier family 13 (sodium/sulfate symporter), member 1","Sodium/sulfate cotransporter that mediates sulfate reabsorption in the kidney.",others,"Homo sapiens","The human renal sodium sulfate cotransporter (SLC13A1; hNaSi-1) cDNA and gene: organization, chromosomal localization, and functional characterization",10.1006/geno.2000.6404,unknown,Unknown,6561
SNCG,"BCSG1; SR; persyn","synuclein, gamma (breast cancer-specific protein 1)","SNCG intracellularly associates with BubR1 together suggest that SNCG expression compromises the mitotic checkpoint control by inhibition of the normal function of BubR1, thereby promoting genetic instability.","genomic instability","Homo sapiens","Synuclein Gamma Inhibits the Mitotic Checkpoint Function and Promotes Chromosomal Instability of Breast Cancer Cells",10.1007/s10549-005-6938-0,unknown,Unknown,6623
SOCS2,"Cytokine-Inducible SH2 Protein 2","suppressor of cytokine signaling 2","SOCS family proteins form part of a classical negative feedback system that regulates cytokine signal transduction. SOCS2 appears to be a negative regulator in the growth hormone/IGF1 signaling pathway. Probable substrate recognition component of a SCF-like ECS (Elongin BC-CUL2/5-SOCS-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins.","altered intercellular communication","Homo sapiens","Interaction of human suppressor of cytokine signaling (SOCS)-2 with the insulin-like growth factor-I receptor",10.1006/geno.2000.6404,hsa04910,"Insulin signaling pathway",8835
SOD1,"IPOA; ALS; ALS1","superoxide dismutase 1, soluble","In a more recent study the kidneys of SOD1-null mice exhibited increased DNA damage, increased senescent cells, and increased inflammation. Subjecting these mice to dietary restriction attenuated these effects.","cellular senescence","Homo sapiens","Amyotrophic lateral sclerosis: a proposed mechanism",10.1073/pnas.132260399,unknown,Unknown,6647
SOD2,"Superoxide Dismutase 2; Mn-SOD; MNSOD","superoxide dismutase 2, mitochondrial","Overexpression of SOD2 in aging mouse hearts demonstrated a protective role against oxidative stress, fibrosis and apoptosis.",others,"Homo sapiens","The polymorphism of manganese superoxide dismutase is associated with diabetic nephropathy in Japanese type 2 diabetic patients",10.1007/s100380300021,hsa04211,"Longevity regulating pathway",6648
SP1,TSFP1,"Sp1 transcription factor","SP1 regulates ageing-related genes such as?WRN or cellular senescence-related genes like?CDKN2A.","genomic instability","Homo sapiens","Sp1 Is Essential for p16 Expression in Homo sapiens Diploid Fibroblasts During Senescence",10.1371/journal.pone.0000164,hsa04350,"TGF-beta signaling pathway",6667
SPRTN,"DNA Damage-Targeting VCP (P97) Adaptor","SprT-like N-terminal domain","SPRTN is recruited to sites of UV damage and interacts with ubiquitinated PCNA and RAD18, the E3 ubiquitin ligase that monoubiquitinates PCNA. SPRTN facilitates chromatin association of RAD18 and is required for efficient PCNA monoubiquitination, promoting a feed-forward loop to enhance PCNA ubiquitination and translesion DNA synthesis. SPRTN acts as a regulator of TLS by recruiting VCP/p97 to sites of DNA damage, possibly leading to extraction of DNA polymerase eta (POLH) by VCP/p97 to prevent excessive translesion DNA synthesis and limit the incidence of mutations induced by DNA damage.","genomic instability","Homo sapiens","DNA-protein crosslink repair: proteases as DNA repair enzymes",10.1016/j.tibs.2014.10.012,unknown,Unknown,83932
SQSTM1,"Autophagy Receptor P62","sequestosome 1","Autophagy receptor required for selective macroautophagy (aggrephagy). SQSTM1 functions as a bridge between polyubiquitinated cargo and autophagosomes. SQSTM1 interacts directly with both the cargo to become degraded and an autophagy modifier of the MAP1 LC3 family. Along with WDFY3, SQSTM1 is involved in the formation and autophagic degradation of cytoplasmic ubiquitin-containing inclusions (p62 bodies, ALIS/aggresome-like induced structures).","deregulated nutrient sensing","Homo sapiens","Sequestosome 1/p62 is a polyubiquitin chain binding protein involved in ubiquitin proteasome degradation",10.1128/MCB.24.18.8055-8068.2004,hsa04218,"Cellular senescence",8878
SST,SMS,somatostatin,"SST inhibits the secretion of pituitary hormones, including that of growth hormone/somatotropin (GH1), PRL, ACTH, luteinizing hormone (LH) and TSH.",others,"Homo sapiens","Hypermethylation of BDNF and SST Genes in the Orbital Frontal Cortex of Older Individuals: A Putative Mechanism for Declining Gene Expression With Age",10.1038/npp.2015.107,hsa04935,"Growth hormone synthesis, secretion and action",6750
SSTR3,"Somatostatin Receptor 3; Somatostatin Receptor Type 3","somatostatin receptor 3","It have been associated with melanoma.",others,"Homo sapiens","Expression of Somatostatin Receptors in Uveal Melanomas",10.1167/iovs.02-0481,hsa04935,"Growth hormone synthesis, secretion and action",6753
STAT3,"APRF; ADMIO1","signal transducer and activator of transcription 3 (acute-phase response factor)","Signal transducer and transcription activator that mediates cellular responses to interleukins, KITLG/SCF, LEP and other growth factors.","cellular senescence","Homo sapiens","Inhibition of JAK-STAT signaling stimulates adult satellite cell function",10.1038/nm.3655,hsa04935,"Growth hormone synthesis, secretion and action",6774
STAT5A,"STAT5; MGF","signal transducer and activator of transcription 5A","STAT5A carries out a dual function: signal transduction and activation of transcription. STAT5A mediates cellular responses to the cytokine KITLG/SCF and other growth factors.","cellular senescence","Homo sapiens","SOCS1 Regulates Senescence and Ferroptosis by Modulating the Expression of p53 Target Genes",10.18632/aging.101306,hsa04935,"Growth hormone synthesis, secretion and action",6776
STAT5B,STAT5,"signal transducer and activator of transcription 5B","STAT5B carries out a dual function: signal transduction and activation of transcription. STAT5B mediates cellular responses to the cytokine KITLG/SCF and other growth factors. STAT5B binds to the GAS element and activates PRL-induced transcription. STAT5B positively regulates hematopoietic/erythroid differentiation.","cellular senescence","Homo sapiens","Direct Targeting Options for STAT3 and STAT5 in Cancer",10.3390/cancers11121930,hsa04935,"Growth hormone synthesis, secretion and action",6777
STK11,"PJS; LKB1","serine/threonine kinase 11","STK11 appears to be involved in TP53-related apoptosis and regulates specific p53-dependent apoptosis pathways.","cellular senescence","Homo sapiens","The Peutz-Jegher Gene Product LKB1 Is a Mediator of p53-dependent Cell Death",10.1016/s1097-2765(01)00258-1,hsa04211,"Longevity regulating pathway",6794
STUB1,"Carboxy Terminus Of Hsp70-Interacting Protein","STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase","E3 ubiquitin-protein ligase which targets misfolded chaperone substrates towards proteasomal degradation. STUB1 collaborates with ATXN3 in the degradation of misfolded chaperone substrates: ATXN3 restricting the length of ubiquitin chain attached to STUB1/CHIP substrates and preventing further chain extension. STUB1 may regulate myosin assembly in striated muscles together with UBE4B and VCP/p97 by targeting myosin chaperone UNC45B for proteasomal degradation. STUB1 mediates ubiquitination of RIPK3 leading to its subsequent proteasome-dependent degradation.","loss of proteostasis","Homo sapiens","CHIP/Stub1 functions as a tumor suppressor and represses NF-κB-mediated signaling in colorectal cancer",https://doi.org/10.1093/carcin/bgt393,unknown,Unknown,10273
SUMO1,"PIC1; GMP1; SMT3C","small ubiquitin-like modifier 1","SUMO1 is a small protein that interacts with several partners and hence is related to many processes, including DNA repair and signal transduction.","genomic instability","Homo sapiens","SUMO suppresses and MYC amplifies transcription globally by regulating CDK9 sumoylation",10.1038/s41422-018-0023-9,unknown,Unknown,7341
SUN1,"SUN Domain-Containing Protein 1","Sad1 and UNC84 domain containing 1","As a component of the LINC (LInker of Nucleoskeleton and Cytoskeleton) complex involved in the connection between the nuclear lamina and the cytoskeleton. SUN1 is involved in telomere attachment to nuclear envelope in the prophase of meiosis implicating a SUN1/2:KASH5 LINC complex in which SUN1 and SUN2 seem to act at least partial redundantly. SUN1 is required for gametogenesis and involved in selective gene expression of coding and non-coding RNAs needed for gametogenesis. SUN1 may play a role in DNA repair by suppressing non-homologous end joining repair to facilitate the repair of DNA cross-links.",others,"Homo sapiens","Telomere anchoring at the nuclear periphery requires the budding yeast Sad1-UNC-84 domain protein Mps3",10.1083/jcb.200706040,unknown,Unknown,23353
SYK,P72-Syk,"Spleen Associated Tyrosine Kinase","Non-receptor tyrosine kinase which mediates signal transduction downstream of a variety of transmembrane receptors including classical immunoreceptors like the B-cell receptor (BCR). Regulates several biological processes including innate and adaptive immunity, cell adhesion, osteoclast maturation, platelet activation and vascular development. Assembles into signaling complexes with activated receptors at the plasma membrane via interaction between its SH2 domains and the receptor tyrosine-phosphorylated ITAM domains. The association with the receptor can also be indirect and mediated by adapter proteins containing ITAM or partial hemITAM domains. The phosphorylation of the ITAM domains is generally mediated by SRC subfamily kinases upon engagement of the receptor. More rarely signal transduction via SYK could be ITAM-independent. Direct downstream effectors phosphorylated by SYK include VAV1, PLCG1, PI-3-kinase, LCP2 and BLNK.","NF-κB related gene","Homo sapiens","Caffeoyl-Prolyl-Histidine Amide Inhibits Fyn and Alleviates Atopic Dermatitis-Like Phenotypes via Suppression of NF-κB Activation",10.3390/ijms21197160,hsa04064,"NF-kappa B signaling pathway",6850
