GeneID	GeneSymb	NumberOfEvidence	EvidenceDetail	NumberOfLiterature	Alias	Link	Cytoband	FullName	GeneType
3661	IRF3	1	GeneRif,	1	-	MIM:603734|HGNC:HGNC:6118|Ensembl:ENSG00000126456|HPRD:04769|Vega:OTTHUMG00000183287	19q13.3-q13.4	interferon regulatory factor 3	protein-coding
3621	ING1	1	GeneRif,	3	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	MIM:601566|HGNC:HGNC:6062|Ensembl:ENSG00000153487|HPRD:03337|Vega:OTTHUMG00000017346	13q34	inhibitor of growth family, member 1	protein-coding
3620	IDO1	1	GeneRif,	1	IDO|IDO-1|INDO	MIM:147435|HGNC:HGNC:6059|HPRD:00935	8p12-p11	indoleamine 2,3-dioxygenase 1	protein-coding
3609	ILF3	1	GeneRif,	1	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NFAR|NFAR-1|NFAR2|TCP110|TCP80	MIM:603182|HGNC:HGNC:6038|Ensembl:ENSG00000129351|HPRD:04420|Vega:OTTHUMG00000180587	19p13.2	interleukin enhancer binding factor 3, 90kDa	protein-coding
3600	IL15	1	GeneRif,	1	IL-15	MIM:600554|HGNC:HGNC:5977|Ensembl:ENSG00000164136|HPRD:02776|Vega:OTTHUMG00000133418	4q31	interleukin 15	protein-coding
3593	IL12B	1	GeneRif,	1	CLMF|CLMF2|IL-12B|IMD28|IMD29|NKSF|NKSF2	MIM:161561|HGNC:HGNC:5970|Ensembl:ENSG00000113302|HPRD:01194|Vega:OTTHUMG00000130307	5q31.1-q33.1	interleukin 12B	protein-coding
3579	CXCR2	1	GeneRif,	1	CD182|CDw128b|CMKAR2|IL8R2|IL8RA|IL8RB	MIM:146928|HGNC:HGNC:6027|Ensembl:ENSG00000180871|HPRD:00907|Vega:OTTHUMG00000133107	2q35	chemokine (C-X-C motif) receptor 2	protein-coding
3565	IL4	1	GeneRif,	1	BCGF-1|BCGF1|BSF-1|BSF1|IL-4	MIM:147780|HGNC:HGNC:6014|Ensembl:ENSG00000113520|HPRD:00989|Vega:OTTHUMG00000059724	5q31.1	interleukin 4	protein-coding
3488	IGFBP5	1	GeneRif,	2	IBP5	MIM:146734|HGNC:HGNC:5474|Ensembl:ENSG00000115461|HPRD:00901|Vega:OTTHUMG00000133058	2q35	insulin-like growth factor binding protein 5	protein-coding
3486	IGFBP3	1	GeneRif,	3	BP-53|IBP3	MIM:146732|HGNC:HGNC:5472|Ensembl:ENSG00000146674|HPRD:00899|Vega:OTTHUMG00000023769	7p12.3	insulin-like growth factor binding protein 3	protein-coding
3484	IGFBP1	1	GeneRif,	1	AFBP|IBP1|IGF-BP25|PP12|hIGFBP-1	MIM:146730|HGNC:HGNC:5469|Ensembl:ENSG00000146678|HPRD:00897|Vega:OTTHUMG00000152343	7p12.3	insulin-like growth factor binding protein 1	protein-coding
3480	IGF1R	1	GeneRif,	1	CD221|IGFIR|IGFR|JTK13	MIM:147370|HGNC:HGNC:5465|Ensembl:ENSG00000140443|HPRD:00932|Vega:OTTHUMG00000149851	15q26.3	insulin-like growth factor 1 receptor	protein-coding
3479	IGF1	1	GeneRif,	3	IGF-I|IGF1A|IGFI	MIM:147440|HGNC:HGNC:5464|Ensembl:ENSG00000017427|HPRD:00936|Vega:OTTHUMG00000149910	12q23.2	insulin-like growth factor 1 (somatomedin C)	protein-coding
347376	H3F3AP5	1	Reactome,		p55	HGNC:HGNC:42981	Xp11.22	H3 histone, family 3A, pseudogene 5	pseudo
3458	IFNG	1	GeneRif,	1	IFG|IFI	MIM:147570|HGNC:HGNC:5438|Ensembl:ENSG00000111537|HPRD:00957|Vega:OTTHUMG00000169113	12q14	interferon, gamma	protein-coding
3428	IFI16	1	GeneRif,	3	IFNGIP1|PYHIN2	MIM:147586|HGNC:HGNC:5395|Ensembl:ENSG00000163565|HPRD:00969|Vega:OTTHUMG00000037108	1q22	interferon, gamma-inducible protein 16	protein-coding
3417	IDH1	1	GeneRif,	1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	MIM:147700|HGNC:HGNC:5382|Ensembl:ENSG00000138413|HPRD:00984|Vega:OTTHUMG00000132943	2q33.3	isocitrate dehydrogenase 1 (NADP+), soluble	protein-coding
3398	ID2	1	GOA,		GIG8|ID2A|ID2H|bHLHb26	MIM:600386|HGNC:HGNC:5361|Ensembl:ENSG00000115738|HPRD:02664	2p25	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	protein-coding
333932	HIST2H3A	1	Reactome,		H3/n|H3/o	HGNC:HGNC:20505|HPRD:13626	1q21.2	histone cluster 2, H3a	protein-coding
332	BIRC5	1	GeneRif,	1	API4|EPR-1	MIM:603352|HGNC:HGNC:593|Ensembl:ENSG00000089685|HPRD:04520|Vega:OTTHUMG00000177505	17q25	baculoviral IAP repeat containing 5	protein-coding
3315	HSPB1	1	GeneRif,	1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	MIM:602195|HGNC:HGNC:5246|Ensembl:ENSG00000106211|HPRD:09076|Vega:OTTHUMG00000023228	7q11.23	heat shock 27kDa protein 1	protein-coding
3313	HSPA9	1	GeneRif,	3	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	MIM:600548|HGNC:HGNC:5244|Ensembl:ENSG00000113013|HPRD:02770|Vega:OTTHUMG00000129206	5q31.1	heat shock 70kDa protein 9 (mortalin)	protein-coding
3309	HSPA5	1	GeneRif,	1	BIP|GRP78|HEL-S-89n|MIF2	MIM:138120|HGNC:HGNC:5238|Ensembl:ENSG00000044574|HPRD:00682|Vega:OTTHUMG00000020672	9q33.3	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	protein-coding
3303	HSPA1A	1	GeneRif,	2	HEL-S-103|HSP70-1|HSP70-1A|HSP70I|HSP72|HSPA1	MIM:140550|HGNC:HGNC:5232|Ensembl:ENSG00000204389|HPRD:00774|Vega:OTTHUMG00000031201	6p21.3	heat shock 70kDa protein 1A	protein-coding
328	APEX1	1	GeneRif,	1	APE|APE1|APEN|APEX|APX|HAP1|REF1	MIM:107748|HGNC:HGNC:587|Ensembl:ENSG00000100823|HPRD:00136|Vega:OTTHUMG00000029544	14q11.2	APEX nuclease (multifunctional DNA repair enzyme) 1	protein-coding
3178	HNRNPA1	1	GeneRif,	1	ALS19|ALS20|HNRPA1|HNRPA1L3|IBMPFD3|hnRNP A1|hnRNP-A1	MIM:164017|HGNC:HGNC:5031|Ensembl:ENSG00000135486|HPRD:01242|Vega:OTTHUMG00000169702	12q13.1	heterogeneous nuclear ribonucleoprotein A1	protein-coding
3171	FOXA3	1	GeneRif,	1	FKHH3|HNF3G|TCF3G	MIM:602295|HGNC:HGNC:5023|Ensembl:ENSG00000170608|HPRD:03802|Vega:OTTHUMG00000182484	19q13.32	forkhead box A3	protein-coding
3170	FOXA2	1	GeneRif,	1	HNF3B|TCF3B	MIM:600288|HGNC:HGNC:5022|Ensembl:ENSG00000125798|HPRD:02618|Vega:OTTHUMG00000032041	20p11	forkhead box A2	protein-coding
3169	FOXA1	1	GeneRif,	1	HNF3A|TCF3A	MIM:602294|HGNC:HGNC:5021|Ensembl:ENSG00000129514|HPRD:03801|Vega:OTTHUMG00000140253	14q21.1	forkhead box A1	protein-coding
3159	HMGA1	1	GOA,		HMG-R|HMGA1A|HMGIY	MIM:600701|HGNC:HGNC:5010|Ensembl:ENSG00000137309|HPRD:02829|Vega:OTTHUMG00000014539	6p21	high mobility group AT-hook 1	protein-coding
3091	HIF1A	1	GeneRif,	1	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	MIM:603348|HGNC:HGNC:4910|Ensembl:ENSG00000100644|HPRD:04517|Vega:OTTHUMG00000140344	14q23.2	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	protein-coding
308	ANXA5	1	GeneRif,	1	ANX5|ENX2|HEL-S-7|PP4|RPRGL3	MIM:131230|HGNC:HGNC:543|Ensembl:ENSG00000164111|HPRD:00568|Vega:OTTHUMG00000133034	4q27	annexin A5	protein-coding
3070	HELLS	1	GeneRif,	1	LSH|Nbla10143|PASG|SMARCA6	MIM:603946|HGNC:HGNC:4861|Ensembl:ENSG00000119969|HPRD:07232|Vega:OTTHUMG00000018793	10q24.2	helicase, lymphoid-specific	protein-coding
3065	HDAC1	1	GeneRif,	2	GON-10|HD1|RPD3|RPD3L1	MIM:601241|HGNC:HGNC:4852|Ensembl:ENSG00000116478|HPRD:03143|Vega:OTTHUMG00000007529	1p34	histone deacetylase 1	protein-coding
3021	H3F3B	1	Reactome,		H3.3B	MIM:601058|HGNC:HGNC:4765|Ensembl:ENSG00000132475|HPRD:03036|Vega:OTTHUMG00000179842	17q25.1	H3 histone, family 3B (H3.3B)	protein-coding
3020	H3F3A	1	Reactome,		H3.3A|H3F3	MIM:601128|HGNC:HGNC:4764|Ensembl:ENSG00000163041|HPRD:03082|Vega:OTTHUMG00000037507	1q42.12	H3 histone, family 3A	protein-coding
3018	HIST1H2BB	1	Reactome,		H2B.1|H2B/f|H2BFF	MIM:602803|HGNC:HGNC:4751|Ensembl:ENSG00000276410|HPRD:07536|Vega:OTTHUMG00000014421	6p21.3	histone cluster 1, H2bb	protein-coding
3017	HIST1H2BD	1	Reactome,		H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6	MIM:602799|HGNC:HGNC:4747|Ensembl:ENSG00000158373|HPRD:07535|Vega:OTTHUMG00000014426	6p21.3	histone cluster 1, H2bd	protein-coding
3015	H2AFZ	1	Reactome,		H2A.Z-1|H2A.z|H2A/z|H2AZ	MIM:142763|HGNC:HGNC:4741|Ensembl:ENSG00000164032|HPRD:00823|Vega:OTTHUMG00000131048	4q24	H2A histone family, member Z	protein-coding
3013	HIST1H2AD	1	Reactome,		H2A.3|H2A/g|H2AFG	MIM:602792|HGNC:HGNC:4729|HPRD:07534	6p21.3	histone cluster 1, H2ad	protein-coding
3012	HIST1H2AE	1	Reactome,		H2A.1|H2A.2|H2A/a|H2AFA	MIM:602786|HGNC:HGNC:4724|HPRD:04152	6p22.2	histone cluster 1, H2ae	protein-coding
29945	ANAPC4	1	Reactome,		APC4	MIM:606947|HGNC:HGNC:19990|Ensembl:ENSG00000053900|HPRD:09505|Vega:OTTHUMG00000097753	4p15.2	anaphase promoting complex subunit 4	protein-coding
29882	ANAPC2	1	Reactome,		APC2	MIM:606946|HGNC:HGNC:19989|Ensembl:ENSG00000176248|HPRD:07367|Vega:OTTHUMG00000020983	9q34.3	anaphase promoting complex subunit 2	protein-coding
29855	UBN1	1	Reactome,		VT|VT4	MIM:609771|HGNC:HGNC:12506|Ensembl:ENSG00000118900|HPRD:11660|Vega:OTTHUMG00000129531	16p13.3	ubinuclein 1	protein-coding
29843	SENP1	1	GeneRif,	1	SuPr-2	MIM:612157|HGNC:HGNC:17927|Ensembl:ENSG00000079387|HPRD:07153|Vega:OTTHUMG00000169896	12q13.1	SUMO1/sentrin specific peptidase 1	protein-coding
2984	GUCY2C	1	GeneRif,	1	DIAR6|GUC2C|MECIL|MUCIL|STAR	MIM:601330|HGNC:HGNC:4688|Ensembl:ENSG00000070019|HPRD:07529|Vega:OTTHUMG00000168732	12p12	guanylate cyclase 2C	protein-coding
2932	GSK3B	1	GeneRif,	1	-	MIM:605004|HGNC:HGNC:4617|Ensembl:ENSG00000082701|HPRD:05418|Vega:OTTHUMG00000133765	3q13.3	glycogen synthase kinase 3 beta	protein-coding
29128	UHRF1	1	GeneRif,	1	ICBP90|Np95|RNF106|hNP95|hUHRF1|huNp95	MIM:607990|HGNC:HGNC:12556|Ensembl:ENSG00000276043|HPRD:06992|Vega:OTTHUMG00000180251	19p13.3	ubiquitin-like with PHD and ring finger domains 1	protein-coding
29117	BRD7	1	GeneRif,	1	BP75|CELTIX1|NAG4	HGNC:HGNC:14310|Ensembl:ENSG00000166164|Vega:OTTHUMG00000133170	16q12	bromodomain containing 7	protein-coding
286053	NSMCE2	1	GOA,		C8orf36|MMS21|NSE2|ZMIZ7	HGNC:HGNC:26513|Ensembl:ENSG00000156831|HPRD:08131|Vega:OTTHUMG00000164993	8q24.13	non-SMC element 2, MMS21 homolog (S. cerevisiae)	protein-coding
284119	PTRF	1	GeneRif,	1	CAVIN|CAVIN1|CGL4|FKSG13|cavin-1	MIM:603198|HGNC:HGNC:9688|Ensembl:ENSG00000177469|HPRD:04433|Vega:OTTHUMG00000180137	17q21.2	polymerase I and transcript release factor	protein-coding
2821	GPI	1	GeneRif,	1	AMF|GNPI|NLK|PGI|PHI|SA-36|SA36	MIM:172400|HGNC:HGNC:4458|Ensembl:ENSG00000105220|HPRD:01394|Vega:OTTHUMG00000182087	19q13.1	glucose-6-phosphate isomerase	protein-coding
2775	GNAO1	1	GeneRif,	1	EIEE17|G-ALPHA-o|GNAO	MIM:139311|HGNC:HGNC:4389|Ensembl:ENSG00000087258|HPRD:00757|Vega:OTTHUMG00000133241	16q13	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	protein-coding
27330	RPS6KA6	1	GeneRif,	3	PP90RSK4|RSK4	MIM:300303|HGNC:HGNC:10435|Ensembl:ENSG00000072133|HPRD:02250	Xq21	ribosomal protein S6 kinase, 90kDa, polypeptide 6	protein-coding
27327	TNRC6A	1	Reactome,		CAGH26|GW1|GW182|TNRC6	MIM:610739|HGNC:HGNC:11969|Ensembl:ENSG00000090905|HPRD:11640|Vega:OTTHUMG00000096999	16p11.2	trinucleotide repeat containing 6A	protein-coding
27161	AGO2	1	GeneRif,	1	EIF2C2|Q10	MIM:606229|HGNC:HGNC:3263|Ensembl:ENSG00000123908|HPRD:06943|Vega:OTTHUMG00000164232	8q24	argonaute RISC catalytic component 2	protein-coding
27087	B3GAT1	1	GeneRif,	2	CD57|GLCATP|GLCUATP|HNK1|LEU7|NK-1|NK1	MIM:151290|HGNC:HGNC:921|Ensembl:ENSG00000109956|HPRD:06969|Vega:OTTHUMG00000167180	11q25	beta-1,3-glucuronyltransferase 1	protein-coding
27000	DNAJC2	1	GeneRif,	1	MPHOSPH11|MPP11|ZRF1|ZUO1	MIM:605502|HGNC:HGNC:13192|Ensembl:ENSG00000105821|Vega:OTTHUMG00000157202	7q22	DnaJ (Hsp40) homolog, subfamily C, member 2	protein-coding
2697	GJA1	1	GeneRif,	1	AVSD3|CMDR|CX43|GJAL|HLHS1|HSS|ODDD	MIM:121014|HGNC:HGNC:4274|Ensembl:ENSG00000152661|HPRD:00414|Vega:OTTHUMG00000015479	6q22.31	gap junction protein, alpha 1, 43kDa	protein-coding
26523	AGO1	1	Reactome,		EIF2C|EIF2C1|GERP95|Q99	MIM:606228|HGNC:HGNC:3262|HPRD:06942	1p34.3	argonaute RISC catalytic component 1	protein-coding
26298	EHF	1	GeneRif,	1	ESE3|ESE3B|ESEJ	MIM:605439|HGNC:HGNC:3246|HPRD:16105	11p12	ets homologous factor	protein-coding
26277	TINF2	1	Reactome,		DKCA3|TIN2	MIM:604319|HGNC:HGNC:11824|Ensembl:ENSG00000092330|HPRD:16056|Vega:OTTHUMG00000171849	14q12	TERF1 (TRF1)-interacting nuclear factor 2	protein-coding
26119	LDLRAP1	1	GeneRif,	1	ARH|ARH1|ARH2|FHCB1|FHCB2	MIM:605747|HGNC:HGNC:18640|Ensembl:ENSG00000157978|HPRD:05765|Vega:OTTHUMG00000007386	1p36.11	low density lipoprotein receptor adaptor protein 1	protein-coding
25989	ULK3	1	GOA,		-	MIM:613472|HGNC:HGNC:19703|Ensembl:ENSG00000140474|HPRD:15609|Vega:OTTHUMG00000173020	15q24.1	unc-51 like kinase 3	protein-coding
2597	GAPDH	1	GeneRif,	1	G3PD|GAPD|HEL-S-162eP	MIM:138400|HGNC:HGNC:4141|Ensembl:ENSG00000111640|HPRD:00713|Vega:OTTHUMG00000137379	12p13	glyceraldehyde-3-phosphate dehydrogenase	protein-coding
25890	ABI3BP	1	GeneRif,	1	NESHBP|TARSH	MIM:606279|HGNC:HGNC:17265|Ensembl:ENSG00000154175|HPRD:09380|Vega:OTTHUMG00000159094	3q12	ABI family, member 3 (NESH) binding protein	protein-coding
25842	ASF1A	1	Reactome,		CGI-98|CIA|HSPC146	MIM:609189|HGNC:HGNC:20995|Ensembl:ENSG00000111875|HPRD:16459|Vega:OTTHUMG00000015470	6q22.31	anti-silencing function 1A histone chaperone	protein-coding
255626	HIST1H2BA	1	Reactome,		H2BFU|STBP|TSH2B|TSH2B.1|bA317E16.3	MIM:609904|HGNC:HGNC:18730|Ensembl:ENSG00000146047|HPRD:11024|Vega:OTTHUMG00000014408	6p22.2	histone cluster 1, H2ba	protein-coding
2539	G6PD	1	GeneRif,	1	G6PD1	MIM:305900|HGNC:HGNC:4057|Ensembl:ENSG00000160211|HPRD:02377|Vega:OTTHUMG00000024237	Xq28	glucose-6-phosphate dehydrogenase	protein-coding
2532	ACKR1	1	GeneRif,	1	CCBP1|CD234|DARC|Dfy|FY|GPD|GpFy|WBCQ1	MIM:613665|HGNC:HGNC:4035|Ensembl:ENSG00000213088|HPRD:00192|Vega:OTTHUMG00000037182	1q21-q22	atypical chemokine receptor 1 (Duffy blood group)	protein-coding
2475	MTOR	1	GeneRif,	6	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	MIM:601231|HGNC:HGNC:3942|Ensembl:ENSG00000198793|HPRD:03134|Vega:OTTHUMG00000002001	1p36.2	mechanistic target of rapamycin (serine/threonine kinase)	protein-coding
246184	CDC26	1	Reactome,		ANAPC12|APC12|C9orf17	MIM:614533|HGNC:HGNC:17839|Ensembl:ENSG00000176386|HPRD:13012|Vega:OTTHUMG00000020521	9q32	cell division cycle 26	protein-coding
246175	CNOT6L	1	GeneRif,	1	CCR4b	HGNC:HGNC:18042|Ensembl:ENSG00000138767|HPRD:10841|Vega:OTTHUMG00000160832	4q13.3	CCR4-NOT transcription complex, subunit 6-like	protein-coding
2353	FOS	1	Reactome,		AP-1|C-FOS|p55	MIM:164810|HGNC:HGNC:3796|Ensembl:ENSG00000170345|HPRD:01275|Vega:OTTHUMG00000171774	14q24.3	FBJ murine osteosarcoma viral oncogene homolog	protein-coding
23523	CABIN1	1	Reactome,		CAIN|PPP3IN	MIM:604251|HGNC:HGNC:24187|Ensembl:ENSG00000099991|HPRD:10369|Vega:OTTHUMG00000150797	22q11.23	calcineurin binding protein 1	protein-coding
23515	MORC3	1	GeneRif,	1	NXP2|ZCW5|ZCWCC3	MIM:610078|HGNC:HGNC:23572|Ensembl:ENSG00000159256|HPRD:10316|Vega:OTTHUMG00000086620	21q22.13	MORC family CW-type zinc finger 3	protein-coding
23512	SUZ12	1	Reactome,		CHET9|JJAZ1	MIM:606245|HGNC:HGNC:17101|Ensembl:ENSG00000178691|HPRD:06949|Vega:OTTHUMG00000132813	17q11.2	SUZ12 polycomb repressive complex 2 subunit	protein-coding
23467	NPTXR	1	Reactome,		NPR	MIM:609474|HGNC:HGNC:7954|Ensembl:ENSG00000221890|HPRD:14837|Vega:OTTHUMG00000150458	22q13.1	neuronal pentraxin receptor	protein-coding
23466	CBX6	1	Reactome,		-	HGNC:HGNC:1556|Ensembl:ENSG00000183741|HPRD:13005|Vega:OTTHUMG00000150456	22q13.1	chromobox homolog 6	protein-coding
23410	SIRT3	1	GeneRif,	1	SIR2L3	MIM:604481|HGNC:HGNC:14931|Ensembl:ENSG00000142082|HPRD:06836|Vega:OTTHUMG00000119074	11p15.5	sirtuin 3	protein-coding
23373	CRTC1	1	GeneRif,	1	MECT1|TORC-1|TORC1|WAMTP1	MIM:607536|HGNC:HGNC:16062|Ensembl:ENSG00000105662|HPRD:06339|Vega:OTTHUMG00000183115	19p13.11	CREB regulated transcription coactivator 1	protein-coding
23368	PPP1R13B	1	GeneRif,	1	ASPP1|p53BP2-like|p85	MIM:606455|HGNC:HGNC:14950|Ensembl:ENSG00000088808|HPRD:07345|Vega:OTTHUMG00000171647	14q32.33	protein phosphatase 1, regulatory subunit 13B	protein-coding
23353	SUN1	1	GeneRif,	1	UNC84A	MIM:607723|HGNC:HGNC:18587|Ensembl:ENSG00000164828|HPRD:16257|Vega:OTTHUMG00000151426	7p22.3	Sad1 and UNC84 domain containing 1	protein-coding
23137	SMC5	1	GOA,		SMC5L1	MIM:609386|HGNC:HGNC:20465|Ensembl:ENSG00000198887|HPRD:10241|Vega:OTTHUMG00000019992	9q21.12	structural maintenance of chromosomes 5	protein-coding
23112	TNRC6B	1	Reactome,		-	MIM:610740|HGNC:HGNC:29190|Ensembl:ENSG00000100354|Vega:OTTHUMG00000151114	22q13.1	trinucleotide repeat containing 6B	protein-coding
2308	FOXO1	1	GeneRif,	2	FKH1|FKHR|FOXO1A	MIM:136533|HGNC:HGNC:3819|Ensembl:ENSG00000150907|HPRD:00645|Vega:OTTHUMG00000016775	13q14.1	forkhead box O1	protein-coding
2305	FOXM1	1	GeneRif,	1	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TGT3|TRIDENT	MIM:602341|HGNC:HGNC:3818|Ensembl:ENSG00000111206|HPRD:03823|Vega:OTTHUMG00000168118	12p13	forkhead box M1	protein-coding
23043	TNIK	1	Reactome,		-	MIM:610005|HGNC:HGNC:30765|Ensembl:ENSG00000154310|HPRD:18206|Vega:OTTHUMG00000159036	3q26.31	TRAF2 and NCK interacting kinase	protein-coding
22955	SCMH1	1	Reactome,		Scml3	HGNC:HGNC:19003|Ensembl:ENSG00000010803|HPRD:11540|Vega:OTTHUMG00000005720	1p34	sex comb on midleg homolog 1 (Drosophila)	protein-coding
22943	DKK1	1	GeneRif,	2	DKK-1|SK	MIM:605189|HGNC:HGNC:2891|Ensembl:ENSG00000107984|HPRD:05544|Vega:OTTHUMG00000018247	10q11.2	dickkopf WNT signaling pathway inhibitor 1	protein-coding
2263	FGFR2	1	GeneRif,	1	BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25	MIM:176943|HGNC:HGNC:3689|Ensembl:ENSG00000066468|HPRD:01492|Vega:OTTHUMG00000019175	10q26	fibroblast growth factor receptor 2	protein-coding
2247	FGF2	1	GeneRif,	1	BFGF|FGF-2|FGFB|HBGF-2	MIM:134920|HGNC:HGNC:3676|Ensembl:ENSG00000138685|HPRD:00622|Vega:OTTHUMG00000039506	4q26	fibroblast growth factor 2 (basic)	protein-coding
220296	HEPACAM	1	GeneRif,	1	GlialCAM|MLC2A|MLC2B	MIM:611642|HGNC:HGNC:26361|Ensembl:ENSG00000165478|HPRD:08068|Vega:OTTHUMG00000165938	11q24.2	hepatic and glial cell adhesion molecule	protein-coding
2177	FANCD2	1	GeneRif,	1	FA-D2|FA4|FACD|FAD|FAD2|FANCD	MIM:613984|HGNC:HGNC:3585|Ensembl:ENSG00000144554|HPRD:01968|Vega:OTTHUMG00000128670	3p26	Fanconi anemia, complementation group D2	protein-coding
2130	EWSR1	1	GeneRif,	1	EWS|bK984G1.4	MIM:133450|HGNC:HGNC:3508|Ensembl:ENSG00000182944|HPRD:00592|Vega:OTTHUMG00000151107	22q12.2	EWS RNA-binding protein 1	protein-coding
2114	ETS2	1	Reactome,		ETS2IT1	MIM:164740|HGNC:HGNC:3489|Ensembl:ENSG00000157557|HPRD:01263|Vega:OTTHUMG00000090769	21q22.2	v-ets avian erythroblastosis virus E26 oncogene homolog 2	protein-coding
2113	ETS1	1	Reactome,		ETS-1|EWSR2|p54	MIM:164720|HGNC:HGNC:3488|Ensembl:ENSG00000134954|HPRD:01260|Vega:OTTHUMG00000165799	11q23.3	v-ets avian erythroblastosis virus E26 oncogene homolog 1	protein-coding
2100	ESR2	1	GeneRif,	1	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	MIM:601663|HGNC:HGNC:3468|Ensembl:ENSG00000140009|HPRD:03390|Vega:OTTHUMG00000141306	14q23.2	estrogen receptor 2 (ER beta)	protein-coding
2077	ERF	1	Reactome,		CRS4|PE-2|PE2	MIM:611888|HGNC:HGNC:3444|Ensembl:ENSG00000105722|HPRD:09942|Vega:OTTHUMG00000182788	19q13	Ets2 repressor factor	protein-coding
207	AKT1	1	GeneRif,	2	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	MIM:164730|HGNC:HGNC:391|Ensembl:ENSG00000142208|HPRD:01261|Vega:OTTHUMG00000170795	14q32.32	v-akt murine thymoma viral oncogene homolog 1	protein-coding
2069	EREG	1	GeneRif,	1	ER	MIM:602061|HGNC:HGNC:3443|Ensembl:ENSG00000124882|HPRD:03638|Vega:OTTHUMG00000130005	4q13.3	epiregulin	protein-coding
2064	ERBB2	1	GeneRif,	1	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	MIM:164870|HGNC:HGNC:3430|Ensembl:ENSG00000141736|HPRD:01281|Vega:OTTHUMG00000179300	17q12	erb-b2 receptor tyrosine kinase 2	protein-coding
2022	ENG	1	GeneRif,	1	END|HHT1|ORW1	MIM:131195|HGNC:HGNC:3349|Ensembl:ENSG00000106991|HPRD:00565|Vega:OTTHUMG00000020723	9q34.11	endoglin	protein-coding
2006	ELN	1	GeneRif,	1	SVAS|WBS|WS	MIM:130160|HGNC:HGNC:3327|Ensembl:ENSG00000049540|HPRD:00556|Vega:OTTHUMG00000150229	7q11.23	elastin	protein-coding
200186	CRTC2	1	GeneRif,	1	TORC-2|TORC2	MIM:608972|HGNC:HGNC:27301|Ensembl:ENSG00000160741|HPRD:12347|Vega:OTTHUMG00000037156	1q21.3	CREB regulated transcription coactivator 2	protein-coding
1984	EIF5A	1	GeneRif,	1	EIF-5A|EIF5A1|eIF5AI	MIM:600187|HGNC:HGNC:3300|Ensembl:ENSG00000132507|HPRD:02555|Vega:OTTHUMG00000102197	17p13-p12	eukaryotic translation initiation factor 5A	protein-coding
1958	EGR1	1	GeneRif,	1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	MIM:128990|HGNC:HGNC:3238|Ensembl:ENSG00000120738|HPRD:00549|Vega:OTTHUMG00000129197	5q31.1	early growth response 1	protein-coding
1956	EGFR	1	GeneRif,	1	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	MIM:131550|HGNC:HGNC:3236|Ensembl:ENSG00000146648|HPRD:00579|Vega:OTTHUMG00000023661	7p12	epidermal growth factor receptor	protein-coding
1933	EEF1B2	1	GeneRif,	1	EEF1B|EEF1B1|EF1B	MIM:600655|HGNC:HGNC:3208|Ensembl:ENSG00000114942|HPRD:02804|Vega:OTTHUMG00000132891	2q33.3	eukaryotic translation elongation factor 1 beta 2	protein-coding
192670	AGO4	1	Reactome,		EIF2C4	MIM:607356|HGNC:HGNC:18424|Ensembl:ENSG00000134698|HPRD:09559|Vega:OTTHUMG00000004243	1p34	argonaute RISC catalytic component 4	protein-coding
192669	AGO3	1	Reactome,		EIF2C3	MIM:607355|HGNC:HGNC:18421|Ensembl:ENSG00000126070|HPRD:09558|Vega:OTTHUMG00000184172	1p34	argonaute RISC catalytic component 3	protein-coding
1915	EEF1A1	1	GeneRif,	1	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	MIM:130590|HGNC:HGNC:3189|Ensembl:ENSG00000156508|HPRD:00559	6q14.1	eukaryotic translation elongation factor 1 alpha 1	protein-coding
